,Inverse Document Frequency
avbitna,-0.15415067982725836
avbleknad,-0.15415067982725836
avbrott,-0.15415067982725836
avbrotten,-0.15415067982725836
avbrottet,-0.15415067982725836
avbruten,-0.15415067982725836
avbrutit,-0.15415067982725836
avbrutna,-0.15415067982725836
avbryta,-0.15415067982725836
avbrytande,-0.15415067982725836
avbrytas,-0.15415067982725836
avbryten,-0.15415067982725836
avbryter,-0.15415067982725836
avbrända,-0.15415067982725836
avbröt,-0.15415067982725836
avbrötos,-0.15415067982725836
avbröts,-0.15415067982725836
avdankad,-0.15415067982725836
avdankade,-0.15415067982725836
avdelad,-0.15415067982725836
avdelningar,-0.15415067982725836
avdelningen,-0.15415067982725836
avdrag,-0.15415067982725836
avfall,-0.15415067982725836
avfalla,-0.15415067982725836
avfallet,-0.15415067982725836
avfallna,-0.15415067982725836
avfilade,-0.15415067982725836
avflyttning,-0.15415067982725836
avfärd,-0.15415067982725836
avfärden,-0.15415067982725836
avgav,-0.15415067982725836
avge,-0.15415067982725836
avgick,-0.15415067982725836
avgjord,-0.15415067982725836
avgjordes,-0.15415067982725836
avgjort,-0.15415067982725836
avgnaga,-0.15415067982725836
avgrund,-0.15415067982725836
avgrunden,-0.15415067982725836
avgrundens,-0.15415067982725836
avgrunder,-0.15415067982725836
avgrunderna,-0.15415067982725836
avgrundsfursten,-0.15415067982725836
avgrundslågorna,-0.15415067982725836
avgud,-0.15415067982725836
avgudahus,-0.15415067982725836
avgå,-0.15415067982725836
avgångstiden,-0.15415067982725836
avgöra,-0.15415067982725836
avgörande,-0.15415067982725836
avgörandet,-0.15415067982725836
avgöras,-0.15415067982725836
avgöres,-0.15415067982725836
avhandla,-0.15415067982725836
avhjälpa,-0.15415067982725836
avhjälpande,-0.15415067982725836
avhugget,-0.15415067982725836
avhuggit,-0.15415067982725836
avhuggna,-0.15415067982725836
avhämtade,-0.15415067982725836
avhända,-0.15415067982725836
avhålla,-0.15415067982725836
avhållen,-0.15415067982725836
avhöljde,-0.15415067982725836
avigsidan,-0.15415067982725836
avkasta,-0.15415067982725836
avklädningsrummet,-0.15415067982725836
avklädningsrummets,-0.15415067982725836
avklätt,-0.15415067982725836
avkomling,-0.15415067982725836
avkomlingar,-0.15415067982725836
avkrok,-0.15415067982725836
avkrokar,-0.15415067982725836
avkunnad,-0.15415067982725836
avkunnades,-0.15415067982725836
avkyld,-0.15415067982725836
avkylt,-0.15415067982725836
avlagda,-0.15415067982725836
avlastade,-0.15415067982725836
avlastat,-0.15415067982725836
avlastningen,-0.15415067982725836
avlastningsplatser,-0.15415067982725836
avlidit,-0.15415067982725836
avlopp,-0.15415067982725836
avlossade,-0.15415067982725836
avlossas,-0.15415067982725836
avlossats,-0.15415067982725836
avlupit,-0.15415067982725836
avlägga,-0.15415067982725836
avlägsen,-0.15415067982725836
avlägset,-0.15415067982725836
avlägsna,-0.15415067982725836
avlägsnade,-0.15415067982725836
avlägsnare,-0.15415067982725836
avlägsnat,-0.15415067982725836
avlämnat,-0.15415067982725836
avlånga,-0.15415067982725836
avlångt,-0.15415067982725836
avlönat,-0.15415067982725836
avlöning,-0.15415067982725836
avlöpa,-0.15415067982725836
avlöpte,-0.15415067982725836
avlösa,-0.15415067982725836
avlöst,-0.15415067982725836
avlöste,-0.15415067982725836
avlövad,-0.15415067982725836
avmagrad,-0.15415067982725836
avmagrade,-0.15415067982725836
avmejad,-0.15415067982725836
avmejade,-0.15415067982725836
avmätt,-0.15415067982725836
avmålar,-0.15415067982725836
avmålat,-0.15415067982725836
avnött,-0.15415067982725836
avpassade,-0.15415067982725836
avpassat,-0.15415067982725836
avpälsad,-0.15415067982725836
avregnad,-0.15415067982725836
avresa,-0.15415067982725836
avresan,-0.15415067982725836
avresta,-0.15415067982725836
avreste,-0.15415067982725836
avrundade,-0.15415067982725836
avrättsplatsen,-0.15415067982725836
avråda,-0.15415067982725836
avrådde,-0.15415067982725836
avröjd,-0.15415067982725836
avröjning,-0.15415067982725836
avröjningen,-0.15415067982725836
avsats,-0.15415067982725836
avsatser,-0.15415067982725836
avsatserna,-0.15415067982725836
avsatt,-0.15415067982725836
avsatta,-0.15415067982725836
avsedd,-0.15415067982725836
avseende,-0.15415067982725836
avselade,-0.15415067982725836
avsett,-0.15415067982725836
avsides,-0.15415067982725836
avsigkommen,-0.15415067982725836
avsikt,-0.15415067982725836
avsikten,-0.15415067982725836
avsikter,-0.15415067982725836
avsjöng,-0.15415067982725836
avskaffande,-0.15415067982725836
avskaffat,-0.15415067982725836
avsked,-0.15415067982725836
avskedad,-0.15415067982725836
avskedar,-0.15415067982725836
avskedat,-0.15415067982725836
avskedet,-0.15415067982725836
avskedets,-0.15415067982725836
avskedsbjudning,-0.15415067982725836
avskedsfrukosten,-0.15415067982725836
avskedsgåva,-0.15415067982725836
avskedshälsning,-0.15415067982725836
avskedshälsningar,-0.15415067982725836
avskedsord,-0.15415067982725836
avskedsorden,-0.15415067982725836
avskedssång,-0.15415067982725836
avskedssången,-0.15415067982725836
avskedstagande,-0.15415067982725836
avskedstalen,-0.15415067982725836
avskilt,-0.15415067982725836
avskjutas,-0.15415067982725836
avskrap,-0.15415067982725836
avskrapad,-0.15415067982725836
avskrifter,-0.15415067982725836
avskrivna,-0.15415067982725836
avskräcka,-0.15415067982725836
avskräckande,-0.15415067982725836
avskrädeshögar,-0.15415067982725836
avskrädeshögarna,-0.15415067982725836
avsky,-0.15415067982725836
avskydd,-0.15415067982725836
avskydda,-0.15415067982725836
avskydde,-0.15415067982725836
avskys,-0.15415067982725836
avskyvärda,-0.15415067982725836
avskyvärdare,-0.15415067982725836
avskyvärt,-0.15415067982725836
avslag,-0.15415067982725836
avslagen,-0.15415067982725836
avslitet,-0.15415067982725836
avsluta,-0.15415067982725836
avslutad,-0.15415067982725836
avslutade,-0.15415067982725836
avslutades,-0.15415067982725836
avslutat,-0.15415067982725836
avslutning,-0.15415067982725836
avslå,-0.15415067982725836
avslöjade,-0.15415067982725836
avsmak,-0.15415067982725836
avsnöres,-0.15415067982725836
avspegla,-0.15415067982725836
avspeglat,-0.15415067982725836
avstanna,-0.15415067982725836
avstannade,-0.15415067982725836
avstannar,-0.15415067982725836
avstannat,-0.15415067982725836
avstod,-0.15415067982725836
avstodo,-0.15415067982725836
avstyra,-0.15415067982725836
avstyrt,-0.15415067982725836
avstängd,-0.15415067982725836
avstängda,-0.15415067982725836
avstå,-0.15415067982725836
avstånd,-0.15415067982725836
avståndet,-0.15415067982725836
avstår,-0.15415067982725836
avstått,-0.15415067982725836
avsvalnad,-0.15415067982725836
avsvedd,-0.15415067982725836
avsvett,-0.15415067982725836
avsvimmad,-0.15415067982725836
avsvurit,-0.15415067982725836
avsända,-0.15415067982725836
avsändas,-0.15415067982725836
avsändes,-0.15415067982725836
avsätta,-0.15415067982725836
avsättning,-0.15415067982725836
avtaga,-0.15415067982725836
avtal,-0.15415067982725836
avtalat,-0.15415067982725836
avteckna,-0.15415067982725836
avtecknade,-0.15415067982725836
avtecknades,-0.15415067982725836
avtecknas,-0.15415067982725836
avtjänat,-0.15415067982725836
avtog,-0.15415067982725836
avtogo,-0.15415067982725836
avtryck,-0.15415067982725836
avtäckandet,-0.15415067982725836
avtäckt,-0.15415067982725836
avtärd,-0.15415067982725836
avtärda,-0.15415067982725836
avtärt,-0.15415067982725836
avtöat,-0.15415067982725836
avund,-0.15415067982725836
avunden,-0.15415067982725836
avundsjuk,-0.15415067982725836
avundsjuka,-0.15415067982725836
avundsjukt,-0.15415067982725836
avvakta,-0.15415067982725836
avvaktande,-0.15415067982725836
avvaras,-0.15415067982725836
avverka,-0.15415067982725836
avverkad,-0.15415067982725836
avvisa,-0.15415067982725836
avvisad,-0.15415067982725836
avvisades,-0.15415067982725836
avvisande,-0.15415067982725836
avväg,-0.15415067982725836
avvägar,-0.15415067982725836
avvägda,-0.15415067982725836
avvägen,-0.15415067982725836
avvända,-0.15415067982725836
avväpnat,-0.15415067982725836
avvärj,-0.15415067982725836
avvärja,-0.15415067982725836
avvärjd,-0.15415067982725836
avvärjde,-0.15415067982725836
avätna,-0.15415067982725836
ax,-0.15415067982725836
axel,-0.15415067982725836
axeln,-0.15415067982725836
axelryckning,-0.15415067982725836
axels,-0.15415067982725836
axen,-0.15415067982725836
axet,-0.15415067982725836
axlar,-0.15415067982725836
axlarna,-0.15415067982725836
ba,-0.15415067982725836
babelstorn,-0.15415067982725836
babelstornet,-0.15415067982725836
babylon,-0.15415067982725836
bacchus,-0.15415067982725836
backar,-0.15415067982725836
backarna,-0.15415067982725836
backe,-0.15415067982725836
backen,-0.15415067982725836
backens,-0.15415067982725836
backes,-0.15415067982725836
backig,-0.15415067982725836
backiga,-0.15415067982725836
backigt,-0.15415067982725836
backkrönet,-0.15415067982725836
backsluttning,-0.15415067982725836
backstugor,-0.15415067982725836
backstugu,-0.15415067982725836
backstusittare,-0.15415067982725836
backstutös,-0.15415067982725836
bad,-0.15415067982725836
bada,-0.15415067982725836
badade,-0.15415067982725836
badanstalt,-0.15415067982725836
badar,-0.15415067982725836
badare,-0.15415067982725836
badat,-0.15415067982725836
baddad,-0.15415067982725836
baddare,-0.15415067982725836
bade,-0.15415067982725836
badelundsåsen,-0.15415067982725836
baden,-0.15415067982725836
baderskor,-0.15415067982725836
badet,-0.15415067982725836
badgäster,-0.15415067982725836
badgästerna,-0.15415067982725836
badhotellet,-0.15415067982725836
badhus,-0.15415067982725836
badhuset,-0.15415067982725836
badhusfesten,-0.15415067982725836
badhusparken,-0.15415067982725836
badkurens,-0.15415067982725836
badningen,-0.15415067982725836
badort,-0.15415067982725836
badsocieteten,-0.15415067982725836
badstränder,-0.15415067982725836
badstuga,-0.15415067982725836
badstugan,-0.15415067982725836
badstugatan,-0.15415067982725836
badstuskorstenen,-0.15415067982725836
badvattnet,-0.15415067982725836
bagarbod,-0.15415067982725836
bagarboden,-0.15415067982725836
bagare,-0.15415067982725836
bagaren,-0.15415067982725836
bagarmamsell,-0.15415067982725836
bagarmamsellen,-0.15415067982725836
bagarmästare,-0.15415067982725836
bagarmästares,-0.15415067982725836
bagarstugan,-0.15415067982725836
bagarstugor,-0.15415067982725836
bagarstugorna,-0.15415067982725836
bageriet,-0.15415067982725836
bahytter,-0.15415067982725836
bak,-0.15415067982725836
baka,-0.15415067982725836
bakade,-0.15415067982725836
bakades,-0.15415067982725836
bakar,-0.15415067982725836
bakas,-0.15415067982725836
bakat,-0.15415067982725836
bakbenen,-0.15415067982725836
bakbunden,-0.15415067982725836
bakelse,-0.15415067982725836
bakelsen,-0.15415067982725836
bakelser,-0.15415067982725836
baket,-0.15415067982725836
bakfickan,-0.15415067982725836
bakgata,-0.15415067982725836
bakgatan,-0.15415067982725836
bakgator,-0.15415067982725836
bakgatorna,-0.15415067982725836
bakgård,-0.15415067982725836
bakgårdarna,-0.15415067982725836
bakgården,-0.15415067982725836
bakhjul,-0.15415067982725836
bakhåll,-0.15415067982725836
bakhållet,-0.15415067982725836
bakifrån,-0.15415067982725836
bakknuten,-0.15415067982725836
bakkroppen,-0.15415067982725836
baklänges,-0.15415067982725836
baklängessätet,-0.15415067982725836
bakläxor,-0.15415067982725836
bakom,-0.15415067982725836
bakomkransade,-0.15415067982725836
bakport,-0.15415067982725836
bakporten,-0.15415067982725836
bakpå,-0.15415067982725836
bakre,-0.15415067982725836
bakstugan,-0.15415067982725836
bakugn,-0.15415067982725836
bakugnen,-0.15415067982725836
bakugnsluckan,-0.15415067982725836
bakut,-0.15415067982725836
bakvägg,-0.15415067982725836
bakvänt,-0.15415067982725836
bakåt,-0.15415067982725836
bakåtlutande,-0.15415067982725836
bakåtstruket,-0.15415067982725836
bal,-0.15415067982725836
balansera,-0.15415067982725836
balanserade,-0.15415067982725836
balanserande,-0.15415067982725836
balar,-0.15415067982725836
balen,-0.15415067982725836
baler,-0.15415067982725836
balerna,-0.15415067982725836
balja,-0.15415067982725836
baljan,-0.15415067982725836
balkavaljerer,-0.15415067982725836
balklänning,-0.15415067982725836
balkong,-0.15415067982725836
balkongdörrarna,-0.15415067982725836
balkongen,-0.15415067982725836
balkongens,-0.15415067982725836
balkongpelarna,-0.15415067982725836
balsalen,-0.15415067982725836
balsalongen,-0.15415067982725836
balsam,-0.15415067982725836
balsampopplar,-0.15415067982725836
balsamångor,-0.15415067982725836
balskorna,-0.15415067982725836
baltasar,-0.15415067982725836
balustraden,-0.15415067982725836
balustrader,-0.15415067982725836
ban,-0.15415067982725836
bana,-0.15415067982725836
banad,-0.15415067982725836
banade,-0.15415067982725836
banan,-0.15415067982725836
banar,-0.15415067982725836
banas,-0.15415067982725836
band,-0.15415067982725836
banden,-0.15415067982725836
bandens,-0.15415067982725836
bandet,-0.15415067982725836
bandets,-0.15415067982725836
bandhund,-0.15415067982725836
bandhunden,-0.15415067982725836
banditer,-0.15415067982725836
bandlika,-0.15415067982725836
bandögla,-0.15415067982725836
bank,-0.15415067982725836
bankar,-0.15415067982725836
bankarna,-0.15415067982725836
bankat,-0.15415067982725836
banken,-0.15415067982725836
banker,-0.15415067982725836
bankhusen,-0.15415067982725836
bankir,-0.15415067982725836
bankiren,-0.15415067982725836
bankirer,-0.15415067982725836
banksedlarna,-0.15415067982725836
banna,-0.15415067982725836
bannade,-0.15415067982725836
bannar,-0.15415067982725836
banner,-0.15415067982725836
banners,-0.15415067982725836
bannor,-0.15415067982725836
banor,-0.15415067982725836
banvaktarstugorna,-0.15415067982725836
banvakterna,-0.15415067982725836
banvallen,-0.15415067982725836
baptisternas,-0.15415067982725836
bar,-0.15415067982725836
bara,-0.15415067982725836
baram,-0.15415067982725836
barbarer,-0.15415067982725836
barbarerna,-0.15415067982725836
barbarlandet,-0.15415067982725836
barbent,-0.15415067982725836
barbenta,-0.15415067982725836
barbro,-0.15415067982725836
barbros,-0.15415067982725836
bare,-0.15415067982725836
barett,-0.15415067982725836
baretter,-0.15415067982725836
barfota,-0.15415067982725836
barfröhågna,-0.15415067982725836
bark,-0.15415067982725836
barkat,-0.15415067982725836
barken,-0.15415067982725836
barkens,-0.15415067982725836
barklika,-0.15415067982725836
barktäckta,-0.15415067982725836
barm,-0.15415067982725836
barmen,-0.15415067982725836
barmhärtig,-0.15415067982725836
barmhärtiga,-0.15415067982725836
barmhärtigare,-0.15415067982725836
barmhärtige,-0.15415067982725836
barmhärtighet,-0.15415067982725836
barmhärtigheten,-0.15415067982725836
barmhärtighets,-0.15415067982725836
barmhärtighetsinrättningarna,-0.15415067982725836
barmhärtighetsverk,-0.15415067982725836
barmhärtigt,-0.15415067982725836
barn,-0.15415067982725836
barna,-0.15415067982725836
barnaansikte,-0.15415067982725836
barnahjärtans,-0.15415067982725836
barnakinder,-0.15415067982725836
barnakinderna,-0.15415067982725836
barnaktigt,-0.15415067982725836
barnalockarna,-0.15415067982725836
barnamord,-0.15415067982725836
barnansikte,-0.15415067982725836
barnansikten,-0.15415067982725836
barnaröst,-0.15415067982725836
barnas,-0.15415067982725836
barnaskräcken,-0.15415067982725836
barnatårars,-0.15415067982725836
barnautseende,-0.15415067982725836
barnavreden,-0.15415067982725836
barnaögon,-0.15415067982725836
barnaögonen,-0.15415067982725836
barnbarn,-0.15415067982725836
barnbarnen,-0.15415067982725836
barnbarnens,-0.15415067982725836
barnbarnet,-0.15415067982725836
barndom,-0.15415067982725836
barndomen,-0.15415067982725836
barndoms,-0.15415067982725836
barndomsdröm,-0.15415067982725836
barndomsdrömmars,-0.15415067982725836
barndomshem,-0.15415067982725836
barndomshemmet,-0.15415067982725836
barndomsminnen,-0.15415067982725836
barndomstid,-0.15415067982725836
barndomsvänner,-0.15415067982725836
barndomsår,-0.15415067982725836
barndomsåren,-0.15415067982725836
barnekow,-0.15415067982725836
barnekowarna,-0.15415067982725836
barnen,-0.15415067982725836
barnens,-0.15415067982725836
barnet,-0.15415067982725836
barnets,-0.15415067982725836
barnflock,-0.15415067982725836
barnflocken,-0.15415067982725836
barnfödd,-0.15415067982725836
barnfötter,-0.15415067982725836
barngråt,-0.15415067982725836
barngröt,-0.15415067982725836
barnhanden,-0.15415067982725836
barnhop,-0.15415067982725836
barnhopen,-0.15415067982725836
barnjungfru,-0.15415067982725836
barnjungfrun,-0.15415067982725836
barnjungfrur,-0.15415067982725836
barnkammare,-0.15415067982725836
barnkammaren,-0.15415067982725836
barnkammarn,-0.15415067982725836
barnkläder,-0.15415067982725836
barnklänning,-0.15415067982725836
barnkontoret,-0.15415067982725836
barnlekstuga,-0.15415067982725836
barnlika,-0.15415067982725836
barnmorska,-0.15415067982725836
barnmorskan,-0.15415067982725836
barnpiga,-0.15415067982725836
barnpigan,-0.15415067982725836
barnpigans,-0.15415067982725836
barnröst,-0.15415067982725836
